team,player,minute,x,y
France,Aurélien Djani Tchouaméni,93,62.5,18.8
France,Eduardo Camavinga,93,67.2,7.2
France,Dayotchanculle Upamecano,93,49.0,20.1
France,Adrien Rabiot,94,73.0,60.9
Argentina,Cristian Gabriel Romero,94,25.3,32.4
Argentina,Enzo Fernandez,94,36.6,54.1
Argentina,Julián Álvarez,94,51.6,34.8
Argentina,Marcos Javier Acuña,94,46.3,16.2
Argentina,Nicolás Hernán Otamendi,94,35.1,20.0
Argentina,Marcos Javier Acuña,94,48.4,15.8
Argentina,Damián Emiliano Martínez,94,11.6,32.4
France,Raphaël Varane,95,46.5,74.2
France,Eduardo Camavinga,95,46.7,13.0
France,Youssouf Fofana,95,55.9,21.6
France,Eduardo Camavinga,95,55.0,11.5
France,Marcus Thuram,95,76.0,7.0
France,Aurélien Djani Tchouaméni,95,69.3,27.8
France,Youssouf Fofana,95,75.5,13.2
France,Aurélien Djani Tchouaméni,95,64.2,44.7
France,Jules Koundé,95,63.4,67.5
France,Raphaël Varane,95,56.9,49.8
France,Youssouf Fofana,95,57.8,45.7
France,Dayotchanculle Upamecano,95,56.9,31.2
France,Eduardo Camavinga,95,61.0,10.0
France,Dayotchanculle Upamecano,95,57.2,22.2
Argentina,Nicolás Hernán Otamendi,96,30.2,62.6
Argentina,Enzo Fernandez,96,44.6,44.9
Argentina,Rodrigo Javier De Paul,96,47.1,54.9
Argentina,Nicolás Hernán Otamendi,96,40.7,25.2
Argentina,Nicolás Alejandro Tagliafico,96,47.5,8.7
Argentina,Nicolás Hernán Otamendi,96,38.8,20.7
Argentina,Enzo Fernandez,96,39.8,35.7
Argentina,Rodrigo Javier De Paul,96,54.8,42.1
Argentina,Lionel Andrés Messi Cuccittini,96,73.6,46.8
Argentina,Alexis Mac Allister,96,80.5,29.2
Argentina,Marcos Javier Acuña,96,114.7,4.2
Argentina,Rodrigo Javier De Paul,97,100.0,57.5
France,Hugo Lloris,97,7.0,36.1
Argentina,Nicolás Hernán Otamendi,97,34.7,29.5
France,Kingsley Coman,97,92.2,72.5
Argentina,Damián Emiliano Martínez,98,10.8,30.7
Argentina,Nicolás Hernán Otamendi,98,20.8,23.2
Argentina,Cristian Gabriel Romero,98,20.6,52.3
Argentina,Enzo Fernandez,98,35.8,62.2
Argentina,Gonzalo Ariel Montiel,98,43.7,75.2
Argentina,Enzo Fernandez,98,21.0,48.9
Argentina,Alexis Mac Allister,98,25.3,47.6
Argentina,Rodrigo Javier De Paul,98,39.4,75.2
France,Eduardo Camavinga,98,50.7,7.9
France,Aurélien Djani Tchouaméni,98,65.1,20.3
Argentina,Julián Álvarez,98,18.9,54.3
Argentina,Rodrigo Javier De Paul,99,5.0,69.5
Argentina,Gonzalo Ariel Montiel,99,7.3,75.4
France,Kingsley Coman,99,111.1,6.2
France,Kingsley Coman,100,120.0,0.1
France,Youssouf Fofana,100,88.4,50.0
France,Jules Koundé,100,97.4,72.3
Argentina,Damián Emiliano Martínez,101,13.1,40.8
Argentina,Cristian Gabriel Romero,101,24.4,60.5
Argentina,Gonzalo Ariel Montiel,101,67.2,75.0
France,Marcus Thuram,101,50.5,10.6
Argentina,Enzo Fernandez,102,51.6,68.0
Argentina,Cristian Gabriel Romero,102,44.6,58.3
Argentina,Nicolás Hernán Otamendi,102,38.6,28.2
Argentina,Cristian Gabriel Romero,102,36.2,55.3
Argentina,Enzo Fernandez,102,40.1,71.6
Argentina,Gonzalo Ariel Montiel,102,54.4,73.7
France,Youssouf Fofana,102,55.0,23.9
Argentina,Damián Emiliano Martínez,102,12.9,34.6
Argentina,Nicolás Hernán Otamendi,102,24.7,26.7
Argentina,Leandro Daniel Paredes,102,37.7,46.1
Argentina,Cristian Gabriel Romero,103,50.8,66.5
France,Jules Koundé,103,27.2,56.9
Argentina,Alexis Mac Allister,103,75.8,9.6
Argentina,Leandro Daniel Paredes,103,51.2,22.4
Argentina,Enzo Fernandez,103,65.3,37.4
Argentina,Alexis Mac Allister,103,70.4,31.2
Argentina,Enzo Fernandez,103,67.7,43.4
Argentina,Leandro Daniel Paredes,103,64.9,35.2
Argentina,Marcos Javier Acuña,103,108.1,20.7
France,Hugo Lloris,104,7.0,36.1
Argentina,Alexis Mac Allister,104,51.8,48.5
Argentina,Lautaro Javier Martínez,104,74.3,47.8
Argentina,Enzo Fernandez,104,77.9,54.7
Argentina,Alexis Mac Allister,104,80.5,40.4
Argentina,Marcos Javier Acuña,104,86.5,25.4
Argentina,Nicolás Alejandro Tagliafico,104,75.1,23.9
Argentina,Alexis Mac Allister,104,80.9,34.6
Argentina,Lionel Andrés Messi Cuccittini,104,86.0,34.4
Argentina,Alexis Mac Allister,104,97.0,45.3
Argentina,Lionel Andrés Messi Cuccittini,104,103.4,37.6
Argentina,Lionel Andrés Messi Cuccittini,105,120.0,0.1
France,Aurélien Djani Tchouaméni,105,28.5,0.1
France,Eduardo Camavinga,105,24.2,7.7
France,Dayotchanculle Upamecano,105,14.4,18.3
France,Raphaël Varane,105,19.3,40.0
France,Youssouf Fofana,105,35.1,41.0
France,Jules Koundé,105,41.1,77.8
Argentina,Marcos Javier Acuña,105,71.5,8.3
France,Hugo Lloris,106,7.0,36.1
France,Youssouf Fofana,106,40.5,25.0
Argentina,Lautaro Javier Martínez,105,61.0,40.1
Argentina,Leandro Daniel Paredes,105,51.8,42.7
Argentina,Gonzalo Ariel Montiel,105,50.3,64.6
Argentina,Leandro Daniel Paredes,105,44.7,30.8
Argentina,Nicolás Hernán Otamendi,105,55.7,18.1
Argentina,Nicolás Alejandro Tagliafico,105,81.8,3.6
France,Kingsley Coman,105,7.3,75.0
Argentina,Nicolás Alejandro Tagliafico,105,102.1,4.7
Argentina,Alexis Mac Allister,105,93.5,18.6
Argentina,Leandro Daniel Paredes,105,82.8,26.5
Argentina,Lionel Andrés Messi Cuccittini,105,92.9,60.1
Argentina,Gonzalo Ariel Montiel,105,111.5,66.3
France,Hugo Lloris,106,6.0,44.0
Argentina,Cristian Gabriel Romero,106,36.6,54.9
Argentina,Gonzalo Ariel Montiel,106,43.2,74.4
Argentina,Leandro Daniel Paredes,106,44.1,56.0
Argentina,Nicolás Alejandro Tagliafico,106,42.6,15.1
Argentina,Nicolás Hernán Otamendi,106,33.2,23.9
Argentina,Cristian Gabriel Romero,106,32.3,61.8
Argentina,Enzo Fernandez,106,50.1,73.5
Argentina,Gonzalo Ariel Montiel,106,111.7,80.0
France,Hugo Lloris,107,6.0,44.0
Argentina,Lautaro Javier Martínez,107,51.8,32.3
France,Dayotchanculle Upamecano,107,55.7,38.4
France,Aurélien Djani Tchouaméni,107,66.4,38.2
Argentina,Leandro Daniel Paredes,107,43.2,46.2
Argentina,Gonzalo Ariel Montiel,107,64.2,74.0
Argentina,Lautaro Javier Martínez,107,94.2,56.4
Argentina,Lionel Andrés Messi Cuccittini,107,91.2,58.8
Argentina,Enzo Fernandez,107,95.4,49.4
France,Aurélien Djani Tchouaméni,109,60.0,40.0
France,Jules Koundé,110,54.4,71.6
France,Raphaël Varane,110,43.7,53.2
France,Hugo Lloris,110,21.0,27.7
Argentina,Damián Emiliano Martínez,110,7.0,44.1
France,Marcus Thuram,110,45.4,8.3
France,Raphaël Varane,110,37.5,21.5
France,Marcus Thuram,111,76.6,4.0
France,Randal Kolo Muani,111,90.8,17.0
Argentina,Cristian Gabriel Romero,111,13.3,64.8
France,Raphaël Varane,111,34.3,41.2
France,Dayotchanculle Upamecano,111,34.9,22.8
France,Hugo Lloris,111,17.6,36.9
France,Eduardo Camavinga,111,46.3,6.6
Argentina,Leandro Daniel Paredes,111,41.8,48.5
Argentina,Nicolás Hernán Otamendi,111,34.5,43.2
Argentina,Alexis Mac Allister,111,53.7,47.2
Argentina,Enzo Fernandez,111,49.7,57.9
Argentina,Marcos Javier Acuña,111,75.3,5.7
France,Raphaël Varane,111,3.3,68.6
Argentina,Marcos Javier Acuña,112,115.8,0.1
Argentina,Lautaro Javier Martínez,112,118.5,4.0
Argentina,Marcos Javier Acuña,112,114.9,0.1
Argentina,Lautaro Javier Martínez,112,114.1,9.2
France,Hugo Lloris,113,6.0,44.0
France,Kingsley Coman,114,77.9,13.8
France,Youssouf Fofana,114,86.3,49.6
France,Jules Koundé,114,89.7,69.7
France,Youssouf Fofana,114,70.2,51.3
France,Jules Koundé,114,72.8,64.3
France,Ibrahima Konaté,114,116.0,68.0
France,Kingsley Coman,115,120.0,80.0
Argentina,Enzo Fernandez,118,61.0,40.1
Argentina,Leandro Daniel Paredes,118,50.7,44.9
Argentina,Enzo Fernandez,118,63.1,62.8
Argentina,Gonzalo Ariel Montiel,118,102.7,70.5
France,Youssouf Fofana,118,26.6,19.0
Argentina,Leandro Daniel Paredes,118,73.8,54.9
Argentina,Enzo Fernandez,118,82.6,59.0
Argentina,Leandro Daniel Paredes,118,75.8,72.9
Argentina,Lautaro Javier Martínez,118,87.7,33.5
Argentina,Enzo Fernandez,118,79.2,43.6
Argentina,Marcos Javier Acuña,118,106.4,8.3
Argentina,Lionel Andrés Messi Cuccittini,119,120.0,0.1
Argentina,Enzo Fernandez,119,83.2,80.0
France,Eduardo Camavinga,119,12.3,3.4
France,Marcus Thuram,119,15.9,6.1
France,Youssouf Fofana,119,63.8,12.3
France,Kylian Mbappé Lottin,119,79.0,4.2
Argentina,Damián Emiliano Martínez,121,7.0,44.1
Argentina,Paulo Bruno Exequiel Dybala,121,76.2,8.5
Argentina,Marcos Javier Acuña,121,99.1,0.1
Argentina,Nicolás Hernán Otamendi,121,71.7,16.0
Argentina,Germán Alejandro Pezzella,121,53.3,31.0
Argentina,Nicolás Hernán Otamendi,121,64.2,16.4
Argentina,Marcos Javier Acuña,121,78.1,7.0
Argentina,Nicolás Hernán Otamendi,121,56.1,3.6
France,Kingsley Coman,121,53.3,72.7
Argentina,Nicolás Hernán Otamendi,121,55.7,6.4
Argentina,Leandro Daniel Paredes,121,52.4,17.3
Argentina,Marcos Javier Acuña,121,52.7,5.1
Argentina,Paulo Bruno Exequiel Dybala,121,79.2,10.0
France,Kingsley Coman,121,57.4,75.9
Argentina,Leandro Daniel Paredes,121,52.4,17.1
Argentina,Enzo Fernandez,121,64.2,27.8
Argentina,Lionel Andrés Messi Cuccittini,121,74.1,34.6
France,Hugo Lloris,122,22.7,50.8
Argentina,Nicolás Hernán Otamendi,122,35.1,26.9
France,Ibrahima Konaté,122,62.7,42.7
Argentina,Nicolás Hernán Otamendi,122,22.5,34.2
Argentina,Paulo Bruno Exequiel Dybala,122,44.3,48.3
Argentina,Enzo Fernandez,122,42.8,54.1
Argentina,Lionel Andrés Messi Cuccittini,122,66.8,62.6
Argentina,Gonzalo Ariel Montiel,122,109.3,61.6
France,Hugo Lloris,123,6.0,36.0
Argentina,Marcos Javier Acuña,123,46.5,20.1
Argentina,Leandro Daniel Paredes,123,47.1,27.3
France,Aurélien Djani Tchouaméni,123,63.4,36.1
France,Aurélien Djani Tchouaméni,0,48.0,43.2
France,Olivier Giroud,0,92.7,11.7
Argentina,Rodrigo Javier De Paul,0,36.0,75.2
Argentina,Cristian Gabriel Romero,0,23.2,62.8
Argentina,Nicolás Hernán Otamendi,0,21.5,32.2
Argentina,Cristian Gabriel Romero,0,21.7,49.3
Argentina,Nicolás Hernán Otamendi,0,24.0,27.3
Argentina,Nicolás Alejandro Tagliafico,0,26.6,3.1
Argentina,Alexis Mac Allister,0,45.6,4.2
Argentina,Nicolás Hernán Otamendi,1,20.8,11.9
Argentina,Cristian Gabriel Romero,1,19.7,33.3
Argentina,Nicolás Hernán Otamendi,1,27.9,22.6
Argentina,Cristian Gabriel Romero,1,27.0,45.9
Argentina,Nicolás Hernán Otamendi,1,25.9,31.6
Argentina,Damián Emiliano Martínez,1,5.6,42.3
France,Adrien Rabiot,1,72.1,13.4
France,Theo Bernard François Hernández,1,73.6,4.7
France,Raphaël Varane,1,44.1,37.4
France,Jules Koundé,2,45.2,67.1
France,Ousmane Dembélé,2,58.2,77.4
Argentina,Alexis Mac Allister,2,69.6,7.6
Argentina,Lionel Andrés Messi Cuccittini,2,77.5,36.9
Argentina,Ángel Fabián Di María Hernández,2,116.2,8.9
Argentina,Lionel Andrés Messi Cuccittini,2,100.4,57.7
Argentina,Rodrigo Javier De Paul,2,96.7,49.8
Argentina,Julián Álvarez,2,110.9,44.6
France,Olivier Giroud,3,67.8,60.7
France,Antoine Griezmann,3,75.5,63.3
Argentina,Nicolás Hernán Otamendi,3,39.2,16.6
Argentina,Cristian Gabriel Romero,3,26.0,29.3
Argentina,Lionel Andrés Messi Cuccittini,3,64.2,43.6
Argentina,Nicolás Hernán Otamendi,3,57.2,26.7
Argentina,Enzo Fernandez,3,54.4,37.8
Argentina,Cristian Gabriel Romero,3,56.5,60.5
Argentina,Nahuel Molina Lucero,3,67.9,73.5
Argentina,Lionel Andrés Messi Cuccittini,3,80.3,59.2
Argentina,Cristian Gabriel Romero,3,49.0,60.3
Argentina,Ángel Fabián Di María Hernández,4,89.3,3.6
Argentina,Nicolás Alejandro Tagliafico,4,82.4,7.4
Argentina,Alexis Mac Allister,4,96.1,14.3
Argentina,Ángel Fabián Di María Hernández,4,106.4,3.1
Argentina,Alexis Mac Allister,4,93.1,5.7
Argentina,Lionel Andrés Messi Cuccittini,4,86.3,33.3
France,Adrien Rabiot,4,32.1,30.5
France,Theo Bernard François Hernández,4,33.4,7.9
France,Adrien Rabiot,4,43.0,18.6
Argentina,Rodrigo Javier De Paul,4,70.2,67.7
Argentina,Ángel Fabián Di María Hernández,4,100.2,8.5
France,Ousmane Dembélé,4,28.3,71.4
France,Jules Koundé,4,17.2,77.2
France,Antoine Griezmann,4,27.2,68.4
Argentina,Alexis Mac Allister,4,92.3,21.5
France,Dayotchanculle Upamecano,4,41.3,35.7
France,Theo Bernard François Hernández,4,58.7,7.4
France,Kylian Mbappé Lottin,5,69.3,5.3
France,Theo Bernard François Hernández,5,56.1,10.2
France,Dayotchanculle Upamecano,5,41.3,16.2
France,Aurélien Djani Tchouaméni,5,41.1,38.2
France,Ousmane Dembélé,5,67.8,57.7
France,Hugo Lloris,5,21.9,51.3
France,Raphaël Varane,5,27.2,56.6
France,Dayotchanculle Upamecano,5,42.2,25.2
France,Theo Bernard François Hernández,5,69.3,5.1
France,Jules Koundé,5,40.7,54.7
France,Raphaël Varane,5,34.5,34.8
France,Theo Bernard François Hernández,5,45.8,32.3
France,Ousmane Dembélé,6,51.6,62.4
France,Jules Koundé,6,44.1,71.4
France,Raphaël Varane,6,33.2,55.6
France,Dayotchanculle Upamecano,6,39.4,26.9
France,Raphaël Varane,6,54.6,39.1
France,Dayotchanculle Upamecano,6,39.6,25.4
France,Raphaël Varane,6,33.8,36.5
France,Dayotchanculle Upamecano,6,23.1,26.7
France,Ousmane Dembélé,6,50.9,64.1
France,Antoine Griezmann,6,45.8,60.5
France,Aurélien Djani Tchouaméni,6,51.2,45.5
France,Adrien Rabiot,6,61.0,5.1
France,Aurélien Djani Tchouaméni,6,53.5,19.2
France,Raphaël Varane,6,46.0,49.4
Argentina,Nahuel Molina Lucero,7,16.1,60.3
Argentina,Lionel Andrés Messi Cuccittini,7,46.5,66.5
Argentina,Lionel Andrés Messi Cuccittini,7,38.8,53.4
Argentina,Alexis Mac Allister,7,65.3,35.4
Argentina,Ángel Fabián Di María Hernández,7,94.2,14.1
Argentina,Alexis Mac Allister,7,92.9,11.3
Argentina,Enzo Fernandez,7,84.1,21.3
Argentina,Alexis Mac Allister,7,94.6,16.4
Argentina,Ángel Fabián Di María Hernández,7,106.4,12.3
Argentina,Rodrigo Javier De Paul,7,98.7,51.7
Argentina,Lionel Andrés Messi Cuccittini,8,107.9,72.9
Argentina,Rodrigo Javier De Paul,8,86.3,67.5
France,Olivier Giroud,11,80.5,56.0
Argentina,Julián Álvarez,11,53.7,21.1
France,Antoine Griezmann,11,79.2,62.8
France,Olivier Giroud,11,82.6,57.3
Argentina,Enzo Fernandez,11,41.6,25.4
Argentina,Alexis Mac Allister,11,42.0,22.2
Argentina,Ángel Fabián Di María Hernández,11,44.8,3.6
Argentina,Nicolás Alejandro Tagliafico,11,31.1,5.3
Argentina,Nicolás Hernán Otamendi,11,18.7,14.1
Argentina,Damián Emiliano Martínez,11,6.0,33.5
Argentina,Cristian Gabriel Romero,11,10.1,48.9
Argentina,Enzo Fernandez,11,27.9,48.1
Argentina,Julián Álvarez,11,97.0,53.0
France,Hugo Lloris,11,2.6,29.0
Argentina,Enzo Fernandez,11,64.7,49.3
Argentina,Rodrigo Javier De Paul,11,76.9,63.9
Argentina,Lionel Andrés Messi Cuccittini,11,79.8,54.3
Argentina,Ángel Fabián Di María Hernández,11,105.1,14.7
Argentina,Lionel Andrés Messi Cuccittini,11,104.2,44.2
Argentina,Rodrigo Javier De Paul,12,96.7,23.7
Argentina,Lionel Andrés Messi Cuccittini,12,97.8,33.7
France,Antoine Griezmann,12,65.7,71.6
France,Jules Koundé,12,55.4,77.2
France,Ousmane Dembélé,12,74.7,65.6
France,Theo Bernard François Hernández,13,93.3,19.2
France,Kylian Mbappé Lottin,13,100.6,14.3
France,Adrien Rabiot,13,99.5,28.2
France,Kylian Mbappé Lottin,13,114.3,26.0
Argentina,Nicolás Hernán Otamendi,13,22.1,24.7
Argentina,Enzo Fernandez,13,31.3,26.0
Argentina,Nicolás Hernán Otamendi,13,23.6,19.6
Argentina,Cristian Gabriel Romero,13,14.8,51.3
Argentina,Julián Álvarez,13,57.8,43.8
Argentina,Lionel Andrés Messi Cuccittini,13,52.5,56.2
Argentina,Julián Álvarez,13,59.5,52.6
Argentina,Lionel Andrés Messi Cuccittini,13,54.0,57.3
Argentina,Ángel Fabián Di María Hernández,13,79.2,10.4
Argentina,Lionel Andrés Messi Cuccittini,13,87.1,51.9
Argentina,Julián Álvarez,13,106.8,29.2
Argentina,Ángel Fabián Di María Hernández,13,109.1,21.5
France,Olivier Giroud,14,76.2,64.6
France,Ousmane Dembélé,14,89.0,74.4
France,Olivier Giroud,14,80.0,74.4
France,Antoine Griezmann,14,80.9,62.6
Argentina,Rodrigo Javier De Paul,14,45.6,35.2
Argentina,Alexis Mac Allister,14,62.9,23.5
Argentina,Ángel Fabián Di María Hernández,14,75.6,9.6
Argentina,Nicolás Alejandro Tagliafico,14,55.7,4.9
Argentina,Alexis Mac Allister,14,62.9,13.6
Argentina,Enzo Fernandez,14,56.1,33.5
Argentina,Nahuel Molina Lucero,14,66.8,71.4
Argentina,Cristian Gabriel Romero,14,47.3,61.8
Argentina,Nicolás Hernán Otamendi,15,51.2,25.6
Argentina,Ángel Fabián Di María Hernández,15,77.3,3.1
Argentina,Nicolás Alejandro Tagliafico,15,62.5,5.3
Argentina,Enzo Fernandez,15,57.2,17.7
Argentina,Nicolás Hernán Otamendi,15,47.3,22.0
Argentina,Enzo Fernandez,15,48.4,27.1
Argentina,Cristian Gabriel Romero,15,42.4,47.0
Argentina,Ángel Fabián Di María Hernández,15,68.3,3.4
Argentina,Nicolás Hernán Otamendi,15,56.3,12.8
Argentina,Nahuel Molina Lucero,15,86.5,75.0
France,Adrien Rabiot,15,22.7,7.7
France,Dayotchanculle Upamecano,15,19.7,17.1
France,Raphaël Varane,15,19.7,41.9
France,Jules Koundé,15,33.0,71.6
France,Dayotchanculle Upamecano,16,24.2,32.5
France,Theo Bernard François Hernández,16,45.2,6.4
France,Kylian Mbappé Lottin,16,50.5,16.6
Argentina,Rodrigo Javier De Paul,16,110.2,56.8
Argentina,Lionel Andrés Messi Cuccittini,16,106.4,45.5
France,Dayotchanculle Upamecano,17,26.6,38.9
France,Raphaël Varane,17,28.1,54.1
France,Ousmane Dembélé,17,63.8,77.4
France,Adrien Rabiot,17,62.7,51.9
France,Theo Bernard François Hernández,17,70.8,8.5
France,Kylian Mbappé Lottin,17,83.7,4.9
France,Theo Bernard François Hernández,17,68.9,7.7
France,Dayotchanculle Upamecano,17,45.0,14.3
France,Raphaël Varane,17,42.6,51.9
France,Jules Koundé,17,55.9,74.8
France,Ousmane Dembélé,17,68.9,77.0
France,Jules Koundé,17,75.8,71.4
France,Ousmane Dembélé,17,92.9,77.6
France,Raphaël Varane,18,74.5,61.8
France,Dayotchanculle Upamecano,18,69.1,41.9
France,Theo Bernard François Hernández,18,85.2,5.3
France,Kylian Mbappé Lottin,18,86.7,14.1
France,Theo Bernard François Hernández,18,103.6,7.9
Argentina,Cristian Gabriel Romero,19,8.6,47.8
Argentina,Enzo Fernandez,19,29.6,47.8
Argentina,Nicolás Hernán Otamendi,19,25.5,24.3
Argentina,Nicolás Alejandro Tagliafico,19,42.4,5.3
Argentina,Nicolás Hernán Otamendi,19,32.8,17.7
Argentina,Cristian Gabriel Romero,19,30.0,47.8
Argentina,Rodrigo Javier De Paul,19,45.4,51.5
Argentina,Cristian Gabriel Romero,19,33.6,54.5
Argentina,Nahuel Molina Lucero,19,48.6,74.8
Argentina,Rodrigo Javier De Paul,19,41.6,62.4
Argentina,Nicolás Hernán Otamendi,19,40.1,23.7
Argentina,Ángel Fabián Di María Hernández,19,65.9,1.9
Argentina,Nicolás Hernán Otamendi,20,51.2,14.5
Argentina,Cristian Gabriel Romero,20,39.2,40.1
Argentina,Rodrigo Javier De Paul,20,49.9,48.3
Argentina,Cristian Gabriel Romero,20,39.6,47.0
Argentina,Nicolás Hernán Otamendi,20,45.2,26.5
Argentina,Enzo Fernandez,20,54.8,32.9
Argentina,Lionel Andrés Messi Cuccittini,20,71.1,56.4
Argentina,Nahuel Molina Lucero,20,99.5,74.6
Argentina,Rodrigo Javier De Paul,20,74.5,69.7
Argentina,Nicolás Hernán Otamendi,20,65.9,33.9
Argentina,Enzo Fernandez,20,74.7,33.3
Argentina,Nicolás Hernán Otamendi,20,64.9,30.9
Argentina,Enzo Fernandez,20,68.5,23.0
Argentina,Cristian Gabriel Romero,20,54.8,41.6
Argentina,Rodrigo Javier De Paul,20,56.7,64.7
Argentina,Enzo Fernandez,20,69.6,53.8
Argentina,Julián Álvarez,20,94.2,47.0
Argentina,Ángel Fabián Di María Hernández,20,112.6,11.5
France,Adrien Rabiot,23,52.9,38.0
France,Aurélien Djani Tchouaméni,23,46.9,44.4
France,Jules Koundé,23,40.0,62.4
France,Raphaël Varane,23,33.2,52.6
France,Theo Bernard François Hernández,23,39.0,7.0
France,Kylian Mbappé Lottin,23,95.7,7.2
France,Adrien Rabiot,24,87.5,7.7
France,Kylian Mbappé Lottin,24,96.5,5.1
Argentina,Ángel Fabián Di María Hernández,24,26.6,47.4
Argentina,Alexis Mac Allister,24,32.4,34.4
Argentina,Nicolás Alejandro Tagliafico,24,22.5,17.3
Argentina,Alexis Mac Allister,24,54.4,4.0
France,Jules Koundé,24,75.1,75.2
France,Dayotchanculle Upamecano,25,34.3,66.3
France,Adrien Rabiot,25,45.2,48.5
France,Aurélien Djani Tchouaméni,25,48.0,61.8
France,Ousmane Dembélé,25,66.4,66.0
France,Adrien Rabiot,25,58.2,60.5
Argentina,Alexis Mac Allister,25,55.0,19.0
Argentina,Enzo Fernandez,25,54.4,24.3
Argentina,Nicolás Alejandro Tagliafico,25,55.0,13.4
Argentina,Ángel Fabián Di María Hernández,25,58.0,2.5
Argentina,Alexis Mac Allister,25,45.4,14.3
France,Olivier Giroud,25,88.8,56.2
Argentina,Julián Álvarez,28,89.9,62.8
Argentina,Lionel Andrés Messi Cuccittini,28,81.1,73.9
France,Jules Koundé,29,64.4,44.2
France,Ousmane Dembélé,29,82.2,55.4
France,Antoine Griezmann,29,75.5,59.4
Argentina,Nicolás Alejandro Tagliafico,29,34.7,21.1
Argentina,Enzo Fernandez,29,38.8,26.7
Argentina,Nahuel Molina Lucero,29,42.2,53.6
Argentina,Julián Álvarez,29,75.4,38.4
Argentina,Lionel Andrés Messi Cuccittini,29,62.5,42.9
Argentina,Alexis Mac Allister,30,91.4,29.2
Argentina,Ángel Fabián Di María Hernández,30,105.1,13.8
Argentina,Julián Álvarez,30,114.1,36.5
France,Olivier Giroud,30,36.2,5.5
France,Kylian Mbappé Lottin,30,46.9,12.4
Argentina,Julián Álvarez,30,89.5,61.5
France,Olivier Giroud,30,42.4,13.9
France,Kylian Mbappé Lottin,30,52.2,12.6
Argentina,Nicolás Alejandro Tagliafico,30,65.7,5.3
Argentina,Nicolás Hernán Otamendi,30,32.1,15.1
Argentina,Damián Emiliano Martínez,30,8.6,36.1
Argentina,Cristian Gabriel Romero,30,8.8,54.5
Argentina,Rodrigo Javier De Paul,30,36.2,51.5
Argentina,Lionel Andrés Messi Cuccittini,31,45.6,59.4
Argentina,Rodrigo Javier De Paul,31,64.4,73.5
Argentina,Lionel Andrés Messi Cuccittini,31,68.1,55.5
Argentina,Alexis Mac Allister,31,81.1,29.9
Argentina,Lionel Andrés Messi Cuccittini,31,80.7,45.1
Argentina,Ángel Fabián Di María Hernández,31,116.8,7.4
Argentina,Alexis Mac Allister,31,91.4,11.9
Argentina,Enzo Fernandez,31,87.1,18.8
Argentina,Alexis Mac Allister,31,90.8,2.5
Argentina,Nicolás Alejandro Tagliafico,31,98.5,18.3
Argentina,Alexis Mac Allister,31,90.1,20.5
France,Kylian Mbappé Lottin,32,38.1,5.7
Argentina,Lionel Andrés Messi Cuccittini,32,97.8,68.2
Argentina,Enzo Fernandez,32,82.2,44.0
Argentina,Julián Álvarez,32,93.3,52.6
Argentina,Enzo Fernandez,32,87.8,51.1
Argentina,Rodrigo Javier De Paul,32,90.5,70.7
Argentina,Ángel Fabián Di María Hernández,32,110.0,19.4
Argentina,Cristian Gabriel Romero,32,55.0,51.3
Argentina,Rodrigo Javier De Paul,32,65.9,54.9
Argentina,Enzo Fernandez,32,63.8,48.3
Argentina,Nicolás Hernán Otamendi,32,52.3,27.1
Argentina,Nicolás Alejandro Tagliafico,32,65.9,6.6
Argentina,Ángel Fabián Di María Hernández,32,75.8,2.3
Argentina,Alexis Mac Allister,32,92.0,15.1
France,Olivier Giroud,33,57.2,73.7
Argentina,Alexis Mac Allister,33,70.9,10.2
Argentina,Ángel Fabián Di María Hernández,33,74.7,2.9
France,Jules Koundé,33,57.2,72.3
Argentina,Julián Álvarez,33,76.9,24.1
Argentina,Damián Emiliano Martínez,33,9.9,54.1
Argentina,Nahuel Molina Lucero,33,31.9,70.5
Argentina,Rodrigo Javier De Paul,33,43.7,66.2
Argentina,Enzo Fernandez,33,44.3,49.3
Argentina,Nahuel Molina Lucero,33,81.3,74.4
Argentina,Rodrigo Javier De Paul,33,67.0,71.8
Argentina,Cristian Gabriel Romero,33,42.8,62.2
Argentina,Nicolás Hernán Otamendi,33,44.3,25.8
Argentina,Enzo Fernandez,33,57.4,33.5
Argentina,Nicolás Hernán Otamendi,33,49.5,25.8
Argentina,Enzo Fernandez,33,56.3,25.6
Argentina,Cristian Gabriel Romero,33,44.6,41.0
Argentina,Rodrigo Javier De Paul,33,51.4,48.5
Argentina,Nicolás Hernán Otamendi,33,50.5,13.6
Argentina,Cristian Gabriel Romero,34,40.1,33.5
Argentina,Rodrigo Javier De Paul,34,55.5,44.2
Argentina,Lionel Andrés Messi Cuccittini,34,76.0,62.4
Argentina,Ángel Fabián Di María Hernández,34,101.2,8.9
Argentina,Lionel Andrés Messi Cuccittini,34,94.2,29.7
France,Adrien Rabiot,34,28.9,51.7
Argentina,Nicolás Alejandro Tagliafico,34,88.4,4.6
Argentina,Enzo Fernandez,34,81.3,12.3
Argentina,Nicolás Alejandro Tagliafico,34,86.5,5.3
Argentina,Ángel Fabián Di María Hernández,34,93.7,3.8
Argentina,Enzo Fernandez,34,74.1,8.1
Argentina,Cristian Gabriel Romero,34,54.0,39.9
Argentina,Damián Emiliano Martínez,34,21.2,32.0
Argentina,Nicolás Hernán Otamendi,34,27.9,22.4
Argentina,Damián Emiliano Martínez,34,10.1,40.6
